fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
VARG,Transport,Oljen ble losset fra produksjonsskipet til tankskip. All gass ble reinjisert inntil gasseksporten startet i 2014. Det er lagt en gassrørledning mellom Varg og Rev for eksport til Storbritannia via rørledningen Central Area Transmission System (CATS).,43451,28.02.2023,28.05.2024
VARG,Status,"Myndighetene godkjente avslutningsplanen for feltet i 2001. Planen var da å produsere til sommeren 2002, men tiltak som ble gjennomført på feltet forlenget levetiden. En ny avslutningsplan ble levert i 2015. Varg ble stengt ned i 2016, og innretningen ble fjernet i 2018.",43451,09.12.2023,28.05.2024
VARG,Utvinning,Feltet ble produsert med trykkstøtte fra vann- og gassinjeksjon. De mindre strukturene ble produsert med trykkavlastning. Alle brønnene ble produsert med gassløft.,43451,28.02.2023,28.05.2024
VARG,Reservoar,Varg produserte olje hovedsakelig fra sandstein av senjura alder i Ulaformasjonen. Reservoaret ligger på 2700 meters dyp. Strukturen er segmentert og omfatter flere isolerte delstrukturer med varierende reservoaregenskaper.,43451,28.02.2023,28.05.2024
VARG,Utbygging,"Varg ligger i den sentrale delen av Nordsjøen, sør for Sleipner Øst. Vanndybden er 84 meter. Varg ble påvist i 1984, og plan for utbygging og drift (PUD) ble godkjent i 1996. Feltet ble bygd ut med produksjonsskipet ""Petrojarl Varg"", som hadde et integrert oljelager og var knyttet til brønnhodeinnretningen Varg A. Produksjonen startet i 1998.",43451,28.02.2023,28.05.2024
VEGA,Reservoar,"Vega produserer gass og kondensat fra grunnmarin sandstein av mellomjura alder i Brentgruppen. Vega Sør har i tillegg en oljesone som ligger over gass/kondensat-forekomsten. Reservoarene ligger på 3500 meters dyp, og kvaliteten varierer fra dårlig til middels.",4467595,28.02.2023,28.05.2024
VEGA,Status,Produksjonen fra Vega er begrenset av kapasitetsrettigheter for gassproduksjon på Gjøainnretningen.,4467595,28.02.2023,28.05.2024
VEGA,Utvinning,Feltet produseres med trykkavlastning.,4467595,28.02.2023,28.05.2024
VEGA,Transport,Brønnstrømmen transporteres til Gjøa for prosessering. Fra Gjøa blir olje og kondensat transportert til Troll Oljerør II for videre transport til terminalen på Mongstad. Rikgassen blir eksportert til Far North Liquids and Associated Gas System (FLAGS) på den britiske kontinentalsokkelen for videre transport til St. Fergus i Storbritannia.,4467595,28.02.2023,28.05.2024
VEGA,Utbygging,"Vega ligger i den nordlige delen av Nordsjøen, 30 kilometer vest for Gjøa. Vanndybden er 370 meter. Vega ble påvist i 1981. Feltet består av tre separate forekomster: Vega Nord, Vega Sentral og Vega Sør. Plan for utbygging og drift (PUD) for Vega Nord og Vega Sentral ble godkjent i 2007. I 2011 ble feltet unitisert med Vega Sør. Feltet er bygd ut med tre havbunnsrammer med fire slisser, en på hver struktur, som er knyttet til prosessanlegget på Gjøa-innretningen. Totalt er det blitt boret ni produksjonsbrønner. Produksjonen startet i 2010.",4467595,28.02.2023,28.05.2024
VERDANDE,Utbygging,"Verdande ligger i Norskehavet, 10 kilometer nord for Nornefeltet. Vanndybden er 380 meter. Verdande ble påvist i 2017 og plan for utbygging og drift (PUD) ble godkjent i juni 2023. Utbyggingskonseptet inkluderer en havbunnsramme med tre produksjonsbrønner tilknyttet produksjons- og lagringsskipet Norne (FPSO).",42002481,12.08.2023,28.05.2024
VERDANDE,Transport,Gassen skal eksporteres via Åsgard Transport System (ÅTS) til terminalen på Kårstø. Olje og kondensat skal overføres fra Norne FPSO til tankskip.,42002481,09.12.2023,28.05.2024
VERDANDE,Status,Feltet er under utbygging. Etter planen skal produksjonen starte i 2025.,42002481,12.08.2023,28.05.2024
VERDANDE,Reservoar,Reservoaret inneholder olje og gass i sandstein av tidligkritt alder i Langeformasjonen. Det ligger på om lag 3000 meters dyp og har god kvalitet.,42002481,09.12.2023,28.05.2024
VERDANDE,Utvinning,Feltet skal produseres med trykkavlastning.,42002481,23.08.2023,28.05.2024
VESLEFRIKK,Reservoar,"Veslefrikk produserte olje og noe gass fra sandstein av jura alder i Statfjord-, Dunlin- og Brentgruppene. Hovedreservoaret var i Brentgruppen. Reservoarene ligger på 2800-3200 meters dyp.",43618,28.02.2023,28.05.2024
VESLEFRIKK,Utbygging,"Veslefrikk ligger i den nordlige delen av Nordsjøen, 30 kilometer nord for Oseberg. Vanndybden er 185 meter. Veslefrikk ble påvist i 1981, og plan for utbygging og drift (PUD) ble godkjent i 1987. Feltet var bygd ut med to innretninger, Veslefrikk A og Veslefrikk B. Veslefrikk A er en fast brønnhodeinnretning i stål med broforbindelse til Veslefrikk B. Veslefrikk B er en halvt nedsenkbar innretning med prosessanlegg og boligkvarter. Produksjonen startet i 1989. PUD-er for Statfjord-reservoaret samt reservoarene i Øvre Brent og I-segmentet ble godkjent i 1994. Flere PUD-fritak ble innvilget for utbygging av funn i Veslefrikkområde mellom 1994 og 2002.",43618,09.12.2023,28.05.2024
VESLEFRIKK,Status,"Veslefrikk ble stengt ned i 2022, og Veslefrikk B ble fjernet fra feltet. Disponeringarbeidet skal være ferdigstilt innen slutten av 2027. ",43618,09.12.2023,28.05.2024
VESLEFRIKK,Utvinning,Veslefrikk ble tidligere produsert med trykkstøtte fra vann- alternerende gassinjeksjon (VAG) i Brent- og Dunlin-reservoarene og ved gassirkulering i Statfjord-reservoaret. Feltet ble i senere år produsert med trykkavlastning til det ble nedstengt.,43618,28.02.2023,28.05.2024
VESLEFRIKK,Transport,Oljen ble eksportert via Oseberg Transport System (OTS) til Stureterminalen. Eksportgassen ble transportert gjennom Statpipe til terminalen på Kårstø.,43618,28.02.2023,28.05.2024
VEST EKOFISK,Status,"Vest Ekofisk ble stengt ned i 1998, og innretningen ble fjernet i 2012. Feltet evalueres for en gjenutbygging i sammenheng med andre nedstengte felt i området. ",43513,09.12.2023,28.05.2024
VEST EKOFISK,Reservoar,Vest Ekofisk produserte olje og gass fra oppsprukket kritt av senkritt alder i Torformasjonen og av tidligpaleocen alder i Ekofiskformasjonen. Reservoaret ligger på 3200 meters dyp på en saltdom.,43513,28.02.2023,28.05.2024
VEST EKOFISK,Utvinning,Feltet ble produsert med trykkavlastning.,43513,28.02.2023,28.05.2024
VEST EKOFISK,Utbygging,"Vest Ekofisk ligger i den sørlige delen av norsk sektor i Nordsjøen, fem kilometer vest for Ekofisk. Vanndybden er 70 meter. Vest Ekofisk ble påvist i 1970, og plan for utbygging og drift (PUD) ble godkjent i 1973. Feltet ble bygd ut med en kombinert bore-, produksjons- og boligplattform. Produksjonen startet i 1977. Fra 1994 ble Vest Ekofisk 2/4 D-innretningen fjernstyrt fra Ekofisk 2/4 T.",43513,28.02.2023,28.05.2024
VEST EKOFISK,Transport,Brønnstrømmen ble transportert i rørledning til Ekofisk-senteret for videre eksport til Emden i Tyskland og Teesside i Storbritannia.,43513,28.02.2023,28.05.2024
VIGDIS,Reservoar,"Vigdis produserer olje fra sandstein i flere strukturer. Reservoarene i Vigdis Brent og Lomre er i Brentgruppen av mellomjura alder, mens reservoarene i Vigdis Øst-Nordøst er i Statfjordgruppen av sentrias og tidligjura alder. Borg Nordvest-reservoaret er i intra-Draupne sandstein av senjura alder. Reservoarene ligger på 2200-2600 meters dyp og har stort sett god kvalitet.",43732,14.12.2023,28.05.2024
VIGDIS,Status,"Strategien på Vigdis er å opprettholde trykkstøtte med vanninjeksjon, og samtidig maksimere produksjonskapasiteten og regulariteten. En havbunnsløftepumpe ble installert i 2020 for å øke produksjonsraten og utvinningen. Nye tilleggsbrønner er planlagt framover, og 4D-seismikk som ble samlet inn i 2021 kan resultere i flere nye boremål. Produksjonsoppstart fra Lomrereservoaret er ventet i 2024.",43732,14.12.2023,28.05.2024
VIGDIS,Utbygging,"Vigdis ligger i Tampen-området i den nordlige delen av Nordsjøen, mellom feltene Snorre, Statfjord og Gullfaks. Vanndybden er 280 meter. Vigdis ble påvist i 1986, og plan for utbygging og drift (PUD) ble godkjent i 1994. Vigdis består av fire strukturer; Vigdis Brent, Borg Nordvest, Vigdis Øst-Nordøst og Lomre. Vigdis Brent-strukturen inkluderer flere mindre strukturer. Feltet er bygd ut med sju havbunnsrammer og to satellittbrønner som er koblet til Snorre A-innretningen. Produksjon startet i 1997. Oljen fra Vigdis blir prosessert i en egen modul på Snorre A. Vann til injeksjon kommer fra Snorre A og Statfjord C. PUD for videre utbygging av Vigdis (""Vigdis Extension""), som inkluderer funnet 34/7-23 S og tilstøtende forekomster, ble godkjent i 2002. PUD for Vigdis Nordøst ble godkjent i 2011. PUD-fritak for Lomre ble innvilget i 2022.",43732,14.12.2023,28.05.2024
VIGDIS,Transport,Brønnstrømmen fra Vigdis transporteres til Snorre A via to strømningsrør. Stabilisert olje transporteres i rørledning fra Snorre A til Gullfaks A for lagring og eksport. All produsert gass fra Vigdis blir injisert i Snorrereservoaret.,43732,28.02.2023,28.05.2024
VIGDIS,Utvinning,Feltet produseres ved trykkstøtte med vanninjeksjon. Noen av reservoarene påvirkes av trykkavlastningen på Statfjord.,43732,28.02.2023,28.05.2024
VILJE,Utbygging,"Vilje ligger i den sentrale delen av Nordsjøen, 20 kilometer nordøst for Alvheim. Vanndybden i området er 120 meter. Vilje ble påvist i 2003, og plan for utbygging og drift (PUD) ble godkjent i 2005. Feltet er bygd ut med tre horisontale havbunnsbrønner som er knyttet til produksjons- og lagerskipet (FPSO) på Alvheim. Produksjonen startet i 2008. Skogul-feltet er tilknyttet Alvheim FPSO via havbunnsrammen på Vilje.",3392471,28.02.2023,28.05.2024
VILJE,Reservoar,Vilje produserer olje fra turbidittsandstein av paleocen alder i Heimdalformasjonen. Reservoaret har gode egenskaper og ligger i et viftesystem på 2150 meters dyp.,3392471,28.02.2023,28.05.2024
VILJE,Status,"De nåværende utvinningsestimatene er betydelig høyere enn ved PUD. Imidlertid avtar produksjonen fra feltet jevnlig, fordi brønnstrømmen innholder stadig mer vann.",3392471,28.02.2023,28.05.2024
VILJE,Utvinning,Feltet produseres med naturlig vanndriv fra den regionale underliggende vannsonen i Heimdalformasjonen.,3392471,28.02.2023,28.05.2024
VILJE,Transport,"Brønnstrømmen transporteres i rørledning til Alvheim-skipet, der oljen overføres til tankskip via en lastebøye. Gassen transporteres via rørledning fra Alvheim til rørledningssystemet Scottish Area Gas Evacuation (SAGE) på britisk sokkel.",3392471,28.02.2023,28.05.2024
VISUND,Utvinning,"Visund produseres hovedsakelig med trykkavlastning og delvis med trykkstøtte fra vanninjeksjon. Tidligere har også gass blitt injisert i noen av segmentene, men økt gasseksport siden 2015 har redusert tilgjengeligheten av injeksjonsgass. Gassinjeksjon opphørte i 2021.",43745,28.02.2023,28.05.2024
VISUND,Transport,"Oljen transporteres i rør til Gullfaks A-innretningen. Der blir den lagret før den blir eksportert med tankskip. Gassen eksporteres via Kvitebjørn gassrør og videre til Kollsnes-terminalen, der flytende våtgass (NGL) skilles ut og tørrgassen eksporteres videre til markedet.",43745,28.02.2023,28.05.2024
VISUND,Utbygging,"Visund ligger i den nordlige delen av Nordsjøen, nordøst for Gullfaks. Vanndybden er 335 meter. Visund ble påvist i 1986, og plan for utbygging og drift (PUD) ble godkjent i 1996. Feltet er bygd ut med en halvt nedsenkbar integrert bolig-, bore- og prosessinnretning (Visund A) og en havbunnsinnretning i den nordlige delen av feltet. Produksjonen startet i 1999. PUD for gassfasen ble godkjent i 2002, og gasseksporten startet fra 2005. PUD-fritak for forekomstene Rhea og Titan øst på Visund ble innvilget i 2013. Havbunnsrammen nord på Visund ble erstattet i 2013 på grunn av problemer med den opprinnelige rammen. PUD-fritak for enda en havbunnsramme nord på Visund ble innvilget i 2017.",43745,28.02.2023,28.05.2024
VISUND,Status,"Strategien for Visundfeltet er å holde reservoartrykket innenfor boregrensene og optimalisere oljeutvinningen, samtidig som gasseksporten økes. Oljeproduksjonen har vært lavere enn ventet i 2023 på grunn av tekniske problemer i noen av de eksisterende brønnene samt forsinkelser i boring av nye brønner. Nye produksjonsbrønner bores kontinuerlig, samtidig med at nye letemål utforskes.",43745,14.12.2023,28.05.2024
VISUND,Reservoar,"Visund produserer olje og gass fra sandstein av sentrias og tidligjura alder i Lundeformasjonen og Statfjordgruppen, og av mellomjura alder i Brentgruppen. Reservoarene er i flere skråstilte forkastningsblokker med ulike trykk- og væskesystemer. Reservoarene ligger på 2900-3000 meters dyp. Reservoarkvaliteten er stort sett god i hovedreservoarene.",43745,28.02.2023,28.05.2024
VISUND SØR,Status,Produksjonen startet opp igjen i september 2023 etter en midlertiding innestengning på grunn av lavt reservoartrykk og høy vannproduksjon. En ny brønn ble boret i 2023 og produserer fra Statfjordreservoaret. Det er gjort oppstartsforsøk for å få innestengte brønner tilbake i produksjon.,20461008,14.12.2023,28.05.2024
VISUND SØR,Utbygging,"Visund Sør ligger i den nordlige delen av Nordsjøen, ti kilometer kilometer nordøst for Gullfaks C-innretningen. Vanndybden er 290 meter. Visund Sør ble påvist i 2008, og plan for utbygging og drift (PUD) ble godkjent i 2011. Feltet er bygd ut med en havbunnsramme knyttet til Gullfaks C. Produksjon startet i 2012.",20461008,28.02.2023,28.05.2024
VISUND SØR,Transport,Brønnstrømmen transporteres til Gullfaks C-innretningen for prosessering og eksport.,20461008,28.02.2023,28.05.2024
VISUND SØR,Utvinning,Feltet produseres med trykkavlastning.,20461008,28.02.2023,28.05.2024
VISUND SØR,Reservoar,Visund Sør produserer olje og gass fra sandstein av mellomjura alder i Brentgruppen og sentrias alder i Statfjordgruppen. Reservoarene ligger på 2800-2900 meters dyp.,20461008,14.12.2023,28.05.2024
VOLUND,Utvinning,Feltet blir produsert med betydelig trykkstøtte fra vannsonen og med injeksjon av produsert vann levert fra Alvheim-skipet.,4380167,28.02.2023,28.05.2024
VOLUND,Reservoar,Volund produserer olje fra sandstein av paleocen alder i Hermodformasjonen. Forekomsten er en unik injektitt-felle. Sanden ble remobilisert i tidlig eocen og injisert i den overliggende Balderformasjonen. Reservoaret ligger på 2000 meters dyp og har svært god kvalitet.,4380167,28.02.2023,28.05.2024
VOLUND,Utbygging,"Volund ligger i Nordsjøen, ti kilometer sør for Alvheim. Vanndybden er 120 meter. Volund ble påvist i 1994, og plan for utbygging og drift (PUD) ble godkjent i 2007. Feltet er bygd ut med en havbunnsramme med fire horisontale produksjonsbrønner og én injeksjonsbrønn. Bunnrammen er koblet opp til produksjons- og lagerskipet (FPSO) Alvheim. Produksjon startet i 2009. Senere ble enda en havbunnsramme installert.",4380167,28.02.2023,28.05.2024
VOLUND,Status,"De nåværende utvinningsestimatene er betydelig høyere enn ved PUD, blant annet på grunn av tilleggsbrønner. Imidlertid avtar produksjonen fra feltet som følge av økende vanngjennombrudd.",4380167,28.02.2023,28.05.2024
VOLUND,Transport,"Brønnstrømmen transporteres i rørledning til Alvheimskipet. Oljen overføres til tankskip via en lastebøye, og assosiert gass sendes til rørsystemet Scottish Area Gas Evacuation (SAGE) og videre til St. Fergus i Storbritannia.",4380167,28.02.2023,28.05.2024
VOLVE,Status,"Volve ble stengt ned i 2016, og innretningen ble fjernet i 2018.",3420717,09.12.2023,28.05.2024
VOLVE,Transport,"Oljen ble eksportert via tankskip, og rikgassen ble sendt til Sleipner A-innretningen for videre eksport.",3420717,28.02.2023,28.05.2024
VOLVE,Reservoar,"Volve produserte olje fra sandstein av mellomjura alder i Huginformasjonen. Reservoaret ligger på 2700-3100 meters dyp. Den vestlige delen av strukturen er sterkt forkastet, og det er usikkert om det er kommunikasjon over forkastningene.",3420717,28.02.2023,28.05.2024
